**COMMON**,,
40003,Template {0} not found,Template with entered UUID was not found. Please check correctness of the entered UUID
40004,Template Data {0} not found,"Template data is not found in storage. Please check your request, compare with documentation and send again"
40005,Template Data not found for template {0},"Template data is not found in storage. Please check your request, compare with documentation and send again"
40006,Template must have access level equal or wider than category access level,Template access level has to be equal or bigger than category access level
40009,Must have other roles except the sender,Template has to have at least one another role except sender
40010,Must be only 1 sender,Template should contain only one role with type Sender
40011,First role must be Sender,First role in the template flow should be sender
40012,Must be at least 2 roles,"Template has to have at least 2 roles, first required to be dedicated for Sender and another one for Recipient or Signer"
40013,"Role '{0}' has no fields assigned","Role in the template doesn't have assigned fields. Please add fields with assigned to this role or make this role a Copy"
40014,Notification must be earlier than expiration,"If an envelope expires in 3 days, we can't notify on a 5th day. Please set expire.notifyIn < expire.after"
40015,Signer roles without signature: {0},Signer role does not have signature field related to him in the template. Please add one or remove Signer role
40016,Following fields assigned on non-existing roles: {0},The fields assigned to non-existing roles. Please re-assign fields to existing roles or remove fields
40017,Following roles has no fields assigned: {0},"Role with particular ID doesn't have assigned fields in the documents. Please add fields, remove roles or make this role a Copy"
40018,"Template validation error in document '{0}' lookup '{1}'. Related field '{2}' not found in document fields","Lookup field doesn't have related dictionary field in the document. Please add dictionary field to the document or remove lookup field"
40019,"Template validation error in document '{0}' lookup '{1}'. Related field cannot be used as lookup source","Lookup field doesn't have related source in the dictionary. Please check availability of the dictionary/dictionary record or remove lookup field"
40020,Duplicated document ids: {0},Document IDs are duplicated in the template. Document IDs should be unique inside template
40021,Duplicated document names: {0},Document name are duplicated within the template. Document names must be unique within the template
40022,"Field '{0}' has min value > max value","Entered values of the min value is bigger than max value. It's impossible to set these parameters for field."
40023,"Field '{0}' has precision value larger than allowed {1}",Entered precision value for the field is bigger than allowed for particular type of the field
40025,Template {0} already deleted,Template has been deleted and cannot be used to envelope creation
40026,Empty template data,Template data parameter is empty. Please use valid structure of the request
40029,"At least one non-optional field required in a table '{0}'",At least one table field has to have non-optional and also this field must be assigned to the table owner
40030,Dynamic table head not found. Table name: {0},Table structure is not correct. Table should contain head.
40031,Dynamic table head row not found. Table name: {0},Table structure is not correct. Table should contain only one head row.
40032,Dynamic table head row columns not found. Table name: {0},Table structure is not correct. Table should contain columns in the structure.
40033,Dynamic table inside another table is forbidden. Parent table name: {0},"It's impossible to have dynamic table inside other dynamic table"
40034,Dynamic table body not found. Table name: {0},Table structure is not correct. Table should contain body.
40035,Wrong style attribute: {0},Table attribute is forbidden. Allowed attributes for table: margin
40036,"Field '{0}' assigned to wrong role",Field assigned to a role which cannot fill data. Restricted roles are Signer and Copy
40037,"Template validation error in document '{0}' field has incorrect name: '{1}'","Fields in the template shouldn't contain spaces or special symbols. Please use names such as name, name1, name_1"
40038,No rows found,Table should contain at least 1 row
40039,Signature assigned to not Signer role {0},"Signature field is assigned to the role which is different from Signer, please reassign the field or remove it"
40040,Duplicated signature name in document {0},Names of the signature fields are duplicated. A document must have unique names of the fields
40041,"Missed document info section, document id: {0}","Structure of the template data isn't correct. Please add info sections to the document structure"
40042,Too much signatures per role {0},Signature role can has one signature field per one document.
40043,Too many fields in document,External document can contain only one attachment field
40044,"Unexpected field type '{0}'","Type of the entered field is not supported. Supported types of fields: text, number, money, datetime, select-dictionary, yesno, attachment"
40045,Unexpected document body content: {0},Only one type of field “attachment” is allowed for external document
40046,Dynamic table name not found,Name of the dynamic table is missed
40047,Dynamic table roleId not found,"Table field doesn't have assigned role"
40048,Template has no signatures,"Documents inside template doesn't have signatures field, but has a Signer role. Please add signatures fields or remove the Signer role and try again"
40049,Signature by role UUID was not found,"Signature field doesn't have role with respective role UUID. Please add a Signer role or remove a signature field and try again"
40050,Cannot change template access to official,"Template access level couldn't be changed to the official access level. Only system user can change access level to the official"
40051,Template {0} mismatch version {1},Template UUID and template version mismatch. Please check correctness of the template version and template content
40052,Template role {0} not found,Template has no role with this UUID
40053,"Template's signature '{0}' must have both ITN fields filled",Please fill both itnDocumentId and itnFieldName or none of them
40054,"ITN field '{0}' was not found for signature '{1}'",Check that document has proper ITN field assigned for signature
40055,"ITN field '{0}' has wrong type or place in document","Check that ITN field is one of (text field, lookup, select-dictionary), not optional, and not in the table"
40056,No access to template {0},Template has no role with UUID
40057,Parent of duplicate field {0} was not found,Duplicate field does not have a parent field in the template
40058,"'relatedTo' property cannot be empty for Duplicate field",Fill property with proper value
